DoctorNo,DoctorID,RoomNo,FirstName,SecondName,GovHospital,BasicPayment($),Experience(years)
8291,AWkq5uqVRxPSIh2RCYzo,291,IGDHALIA,ARLEEN,Jeanes Hospital,9.32,11
8292,AWkq46l9RxPSIh2RCW3J,292,IGGY,ARLETTE,Delaware County Memorial Hospital,15.25,16
8293,AWkq2w_2IxWefVJwH8K_,293,IGNATIUS,ARLETTE,Sunbury Community Hospital,196.752,37
8294,AWkq6VSuRxPSIh2RCan3,294,IGNAZIO,ARLIND,Penn Highlands Dubois,56.56,2
8295,AWkq0_WARxPSIh2RCOuQ,295,IGOR,ARMAAN,West Penn Hospital,32.7,25
8296,AV0J850F-gnIPe8DU5yb,296,IGZIAN,ARMAN,Upmc Northwest,866.4,12
8297,AVwdNesCByjofQCxmq6M,297,IHALIA,ARMAND,Clarion Hospital,28.4,6
8298,AWkq2LHhRxPSIh2RCR1j,298,IHAN,ARMANI,St Joseph Medical Center,287.92,20
8299,AWh0Gn0M3-Khe5l_yZ6s,299,IH'LAND,ARON,Holy Redeemer Hospital And Medical Center,69.99,1
8300,AWh0G0H_IxWefVJwDHFD,300,IHLAS,ARPAN,Lancaster General Hospital,6.672,1
8301,AWh0GRAM3-Khe5l_yZxY,301,IHSANE,ARTEMIS,Memorial Hospital,189.588,19
8302,AWkq05XSa4HuVbedkbwy,302,IIANA,ARTEMIS,Upmc St Margaret,408.744,3
8303,AWh0HMww3-Khe5l_yaKn,303,IIEJAZ,ARTHUR,Kane Community Hospital,291.96,1
8304,AWkqxiuNa4HuVbedkUax,304,IILIYAH,ARTHUR,Upmc Passavant,4.768,15
8305,AWkqxk-w3-Khe5l_2zjo,305,IIYAS,ARYAAN,Conemaugh Memorial Medical Center,714.3,1
8306,AWh0E-rja4HuVbedf5FS,306,I'JAEIA,ARYANA,Hospital Of Univ Of Pennsylvania,4.812,2
8307,AWkqzNOC3-Khe5l_22jk,307,IJAH,ARYANNA,Chan Soon- Shiong Medical Center At Windber,247.8,10
8308,AVwc3rYXByjofQCxjFiy,308,IKAIA,ARYANNA,Meadville Medical Center,1007.979,16
8309,AWh0HCPjRxPSIh2R9gqF,309,IKAL,ASAL,Magee Womens Hospital Of Upmc Health System,313.488,5
8310,AWh0GYvmIxWefVJwDG4u,310,IKAN,ASEEL,Aria Health,31.872,3
8311,AWh0F3HDIxWefVJwDGpD,311,IKE,ASHA,Suburban Community Hospital,207.846,8
8312,AWkqzxGJ3-Khe5l_24D0,312,IKEELAH,ASHANTY,Upmc Bedford Memorial,12.22,9
8313,AWh0FBBMIxWefVJwDGSE,313,IKHLAS,ASHAR,Bradford Regional Medical Center,194.94,11
8314,AWh0Gebh3-Khe5l_yZ2n,314,IKHTISHAM,ASHER,Moses Taylor Hospital,70.95,16
8315,AWh0GVGf3-Khe5l_yZy6,315,IKRAAN,ASHER,Pottstown Hospital,91.36,37
8316,AWh0Fe2VIxWefVJwDGfh,316,IKRAMUL,ASHER,Wayne Memorial Hospital,242.94,2
8317,AWiFjhZqa4HuVbedgKPc,317,I'LAH ETERNITY,ASHLEIGH,Phoenixville Hospital,22.05,25
8318,AWiFi8JC3-Khe5l_yp5b,318,ILAHNA,ASHLY,Conemaugh Miners Medical Center,2.91,12
8319,AWh-cIBl3-Khe5l_ygvs,319,ILAHNI,ASHTON,Lehigh Valley Hospital,59.52,6
8320,AWh-Y6toRxPSIh2R9mGl,320,ILAI,ASHTON,Wilkes-barre General Hospital,161.94,20
8321,AWkq2f2B3-Khe5l_2_do,321,I'LAN,ASHTON,Waynesboro Hospital,263.88,1
8322,AWkqz24l3-Khe5l_24TJ,322,ILANY,ASHTON,Main Line Hospital Bryn Mawr Campus,30.48,1
8323,AWh0GBSK3-Khe5l_yZqH,323,ILAY,ASHWIN,Albert Einstein Medical Center,9.84,19
8324,AWkq1I5ha4HuVbedkca5,324,ILAYNA,ASIA,Excela Health Westmoreland Hospital,35.12,3
8325,AWkq0mg2IxWefVJwH2Lw,325,I'LEAH,ASMA,Warren General Hospital,284.364,1
8326,AWh-bEn23-Khe5l_ygUw,326,ILEANA,ASMA,Monongahela Valley Hospital,665.408,15
8327,AWkq0zSLIxWefVJwH2uV,327,ILEANNA,ASSATA,Washington Health System Greene,63.88,1
8328,AWkq0Vyba4HuVbedkaRT,328,I'LEAYA MARIE,ASTOU,Chambersburg Hospital,129.568,2
8329,AWh-Y8jfIxWefVJwDMjt,329,ILEEIA,ATHANASIOS,Main Line Hospital Paoli,747.558,10
8330,AWh_qal-3-Khe5l_yjJH,330,ILEINA,ATHENA,Mercy Fitzgerald Hospital,8.928,16
8331,AWh0GIsNa4HuVbedf5ln,331,ILENA,ATHENA,Ohio Valley General Hospital,103.92,5
8332,AWC2oRLhIxWefVJwv0gn,332,ILENE,ATHENA,Canonsburg General Hospital,899.91,3
8333,AVwd7wP0kufWRAb5-hkh,333,ILEYSHA,ATHENA,Easton Hospital,51.312,8
8334,AVwd_K7CByjofQCxuRkf,334,ILHAN,ATTICUS,Acmh Hospital,23.56,9
8335,AWkq0fj6a4HuVbedkarf,335,ILI,AUBREE,Upmc Presbyterian Shadyside,1272.63,11
8336,AWFu4dMn3-Khe5l_g0sl,336,ILIA,AUBREE,Butler Memorial Hospital,28.485,16
8337,AWh_ouewIxWefVJwDPkY,337,ILIAD,AUBREY,Indiana Regional Medical Center,185.376,37
8338,AWkq0RehRxPSIh2RCM1F,338,ILIAN,AUBREY,Thomas Jefferson University Hospital,78.272,2
8339,AWkqzIENIxWefVJwHyZB,339,ILIANE,AUBREY,Upmc Horizon,254.744,25
8340,AWkq0d16IxWefVJwH12E,340,ILIANI,AUBREY,Chester County Hospital,205.3328,12
8341,AWkqxiU7IxWefVJwHvh9,341,ILIANNA,AUBREY,Crozer Chester Medical Center,4.788,6
8342,AV57v-afRxPSIh2Rkdr4,342,ILIANNY,AUBREY,St Luke's Miners Memorial Hospital,55.48,20
8343,AWkqzUSaa4HuVbedkXwC,343,ILIANY,AUBREY,Highlands Hospital,340.92,1
8344,AV1tfBSqIxWefVJwgzrk,344,ILIELA,AUBREY,Lehigh Valley Hospital - Hazleton,222.666,1
8345,AWh_n9sUa4HuVbedgCR0,345,ILIJAH,AUBREY,Tyler Memorial Hospital,703.968,19
8346,AV0aVGdfFcQ3k02bEzqo,346,ILINA,AUBRIE,St Luke's Hospital-gnaden Huetten Campus,92.52,3
8347,AWkqxp1EIxWefVJwHvpJ,347,ILIOS,AUDEN,Main Line Hospital Lankenau,62.65,1
8348,AWkqz4iAIxWefVJwH0bs,348,ILIR,AUDREY,Sacred Heart Hospital,94.85,15
8349,AWkq0b4_a4HuVbedkaiH,349,ILIRAH,AUDREY,Millcreek Community Hospital,95.76,1
8350,AWh_ocGBIxWefVJwDPd0,350,ILIRIANA,AUDREY,Punxsutawney Area Hospital,40.2,2
8351,AWkqzaZi3-Khe5l_23IC,351,ILIRIDA,AUDRIANA,Lehigh Valley Hospital - Pocono,14.7,10
8352,AVwdqu_hkufWRAb58Jn3,352,ILIRYAIN,AUDRIANA,Doylestown Hospital,704.25,16
8353,AV3iVkxT3-Khe5l_RZO8,353,ILIUM,AUDRIANNA,Nazareth Hospital,9.09,5
8354,AWiFjYh9a4HuVbedgKLs,354,ILIYAH,AUDRINA,Sharon Regional Health System,5.96,3
8355,AWh-Y2IM3-Khe5l_yfio,355,ILIZA,AUDRINA,Excela Health Frick Hospital,159.98,8
8356,AVwciP1yIN2L1WUfmBNx,356,ILLARION,AUGUST,Excela Health Latrobe Hospital,29.6,9
8357,AWh-cEo_IxWefVJwDNrO,357,ILLAY,AUGUST,Jennersville Hospital,514.165,11
8358,AWkqx1XbIxWefVJwHvz1,358,ILLEANA,AUGUST,Riddle Memorial Hospital,279.96,16
8359,AV1Tsuhu3D1zeR_xFHjM,359,ILLIANA,AUGUSTUS,Penn Presbyterian Medical Center,2735.952,37
8360,AWkq04LjIxWefVJwH27u,360,ILLIANNA,AURA,Wellspan Ephrata Community Hospital,7.992,2
8361,AWkqyoi-a4HuVbedkV0m,361,ILLIAS,AURELIA,Pennsylvania Hospital,63.984,25
8362,AWiFmnXsRxPSIh2R9wrM,362,ILLINA,AURELIA,St Clair Hospital,70.368,12
8363,AWh7aHO6a4HuVbedf-jU,363,ILLIYEEN,AURELIO,Abington Memorial Hospital,449.15,6
8364,AWh-ZqDeRxPSIh2R9mWZ,364,ILLY,AURORA,Hanover Hospital,11.07,20
8365,AWh7dZr-RxPSIh2R9lqR,365,ILLYRIANA,AURORA,Guthrie Towanda Memorial Hospital,93.98,1
8366,AWh7Y-iea4HuVbedf-aJ,366,ILON,AURORA,Regional Hospital Of Scranton,189.882,1
8367,AWh7dWylRxPSIh2R9lpr,367,ILSA,AURORA,Milton S Hershey Medical Center,105.42,19
8368,AV1Tpnlb3D1zeR_xEy6s,368,ILYAHN,AURORA,St Mary Medical Center,119.616,3
8369,AWkq0felIxWefVJwH16f,369,ILYENA,AURORA,Lehigh Valley Hospital - Muhlenberg,255.76,1
8370,AWiKANLSa4HuVbedgMIM,370,ILYES,AURORA,Jefferson Hospital,241.568,15
8371,AWiJ9_bPa4HuVbedgLD0,371,ILYRAH,AUSTIN,Grove City Medical Center,69.3,1
8372,AWh7bmjo3-Khe5l_ye2I,372,ILYSE,AUSTIN,Forbes Hospital,22.62,2
8373,AWkq0sXna4HuVbedkbMZ,373,ILYSSA,AUSTIN,Mount Nittany Medical Center,14.952,10
8374,AWh7dEm-a4HuVbedf_AJ,374,IMAA,AUSTIN,Geisinger Wyoming Valley Medical Center,801.568,16
8375,AWh7dNT9RxPSIh2R9ln0,375,IMAAD,AUSTIN,Valley Forge Medical Center And Hospital,2.376,5
8376,AWh7ZAPua4HuVbedf-a5,376,IMAAN,AUTUMN,Eagleville Hospital,32.792,3
8377,AWkqzn_V3-Khe5l_23rh,377,IMAD RIAN,AUTUMN,Hahnemann University Hospital,15.92,8
8378,AWkq06aIIxWefVJwH3Be,378,IMAGINE,AUTUMN,Barix Clinics Of Pennsylvania,2.74,9
8379,AV2LCEuPa4HuVbed95Pb,379,IMAGINE-DANIELLE,AVA,Roxborough Memorial Hospital,8.34,11
8380,AWCAdd-TRxPSIh2RpgTR,380,IMAM,AVA,Edgewood Surgical Hospital,46.74,16
8381,AWkq1OQ1RxPSIh2RCPas,381,IMANI-AYESHA,AVA,Cancer Treatment Centers Of America,6354.95,37
8382,AWkqzhoNa4HuVbedkYTw,382,IMANI-ROSE,AVA,Coordinated Health Orthopedic Hospital,126.3,2
8383,AWkq1TDAIxWefVJwH4Lh,383,IMANOL,AVA,Surgical Institute Of Reading,38.04,25
8384,AWh_T1uG3-Khe5l_yhm9,384,IMANUEL,AVA,Surgical Specialty Center At Coordinated Health,7.152,12
8385,AWkq2u8Sa4HuVbedkg1g,385,IMARAH,AVALEE,Rothman Orthopaedic Specialty Hospital Llc,6.63,6
8386,AWkqy4fs3-Khe5l_21q0,386,IMARI TAYJOHN,AVELINE,Advanced Surgical Hospital,5.88,20
8387,AWiJ-sHV3-Khe5l_yrW_,387,IMAWI,AVERIE,Physician's Care Surgical Hospital,2999.95,1
8388,AWkqztKFIxWefVJwHz7t,388,IMAYAH,AVERY,Oss Orthopaedic Hospital,51.45,1
8389,AWe1cLbtIxWefVJwAHWJ,389,IMELDA,AVERY,St Luke's Hospital - Anderson Campus,11.96,19
8390,AV_PQZYTRxPSIh2RnP0L,390,IMENA,AVERY,Wellspan Surgery And Rehabilitation Hospital,1126.02,3
8391,AWEM1q9Ga4HuVbedMb3o,391,IMERE,AVERY,Upmc East,18.392,1
8392,AV12kOAz3-Khe5l_P2uz,392,I'MERI,AVERY,Einstein Medical Center Montgomery,129.568,15
8393,AV0J8kk7-gnIPe8DU5cd,393,IMHOTEP,AVERY,St Luke's Hospital - Monroe Campus,14.112,1
8394,AVweBBY_IN2L1WUf1PT5,394,IMMY,AVERY,Wills Eye Hospital,210.98,2
8395,AWigCgM2RxPSIh2R-cy_,395,IMOGENE,AVERY,Geisinger Jersey Shore Hospital,55.176,10
8396,AVwdwohpByjofQCxsPjg,396,IMRAAN,AVERY,Upmc Susquehanna Muncy,66.26,16
8397,AV12c69BIxWefVJwhhI3,397,IMRAN AZIZ,AVERY,Conemaugh Meyersdale Medical Center,22.2,5
8398,AWkLGL6hIxWefVJwGZEr,398,IMRANE,AVIANA,Fulton County Medical Center,683.952,3
8399,AVweDrbOkufWRAb5_oRz,399,IMRI,AVIANA,Bucktail Medical Center,45.696,8
8400,AVwd0ReT_7pvs4fz9hvk,400,IMRIC,AVIANA,Troy Community Hospital,36.336,9
8401,AVwdMvnskufWRAb53WQS,401,IMRONJON,AVIANNA,Endless Mountains Health Systems,666.248,11
8402,AV12jMla3-Khe5l_PsmM,402,IMRONKHON,AVIANNA,Tyrone Hospital,52.512,16
8403,AVwcuJ9fByjofQCxhcma,403,IMTIAZ,AVIANNA,Lecom Health Corry Memorial Hospital,190.72,37
8404,AVwdK1U1kufWRAb53Aoe,404,IMTINAAN,AVIGAIL,Barnes-kasson County Hospital,47.94,2
8405,AWg8tlTu3-Khe5l_wcj_,405,IMZZA,AVITAL,Penn Highlands Brookville,979.95,25
8406,AVwdUaOQByjofQCxn2c3,406,INAIYAH,AVNI,Upmc Cole,22.75,12
8407,AVwdVY5e_7pvs4fz4yXC,407,INALI,AVRIL,Titusville Hospital,16.768,6
8408,AVwd8JEpByjofQCxt2Gu,408,INA-LI,AVROHOM,Penn Highlands Elk,42.616,20
8409,AV0Xzj2ELD2H7whiY3od,409,INAM,AVRUM,Upmc Susquehanna Soldiers & Sailors,10.752,1
8410,AV0Xy9YMLD2H7whiY3PV,410,INARA SARAI,AWA,Upmc Children's Hospital Of Pittsburgh,152.94,1
8411,AVwdi3lcByjofQCxqKXV,411,INAS,AXEL,Children's Hospital Of Philadelphia,283.92,19
8412,AV0XxArq-gnIPe8DVP5O,412,INASAH,AXEL,Children's Home Of Pittsburgh,468.9,3
8413,AVwdkY6t_7pvs4fz7LBO,413,INAYAT,AXEL,St Christopher's Hospital For Children,380.864,1
8414,AVweBuNhkufWRAb5_W0b,414,INBA,AXEL,"Children's Institute Of Pittsburgh, The",646.776,15
8415,AV5Aa4BdRxPSIh2RggcJ,415,INBERT,AXEL,Shriners Hospitals For Children - Philadelphia,58.112,1
8416,AWjXmYLe3-Khe5l_0_0a,416,INCI,AXL,Presbyterian Community Hosp,100.792,2
8417,AVwdQwApByjofQCxnP3Q,417,INDAH,AYAAN,Hospital Metropolitano Dr Pila,66.112,10
8418,AVwcktJ_ByjofQCxfx9n,418,INDERLIE,AYAANA,"Asociacion Hospital Del Maestro, Inc",41.28,16
8419,AVwcfhdhByjofQCxe1uW,419,INDEY,AYAN,Hima San Pablo Humacao,13.36,5
8420,AVwc4ZlxByjofQCxjM1f,420,INDI,AYAN,Doctors' Center Hospital San Juan,250.272,3
8421,AVweNpSZByjofQCxwQiO,421,INDIA ARIE,AYANNA,Ryder Memorial Hospital Inc,11.364,8
8422,AV0JXaV53D1zeR_xDVX6,422,INDIANA,AYANNA,Hospital General De Castaner,8.72,9
8423,AV1c6i-Ea4HuVbed50EQ,423,INDIANI,AYANNA,Hospital Oriente,1121.568,11
8424,AWj7FEFT3-Khe5l_1Sis,424,INDIANNA,AYAT,Hospital Oncologico Dr Isaac Gonzalez Martinez,34.504,16
8425,AV5NNPqCa4HuVbedB11P,425,INDIANY,AYDEN,Hospital Menonita De Cayey,10.824,37
8426,AWFFlZmia4HuVbedOKiR,426,INDIA ROSE,AYDEN,Bella Vista Hospital,1295.78,2
8427,AWjNC26WIxWefVJwFlTe,427,INDICA,AYDEN,San Juan Municipal Hospital,19.456,25
8428,AWibpFmX3-Khe5l_y1fd,428,INDIE,AYDEN,Auxilio Mutuo Hospital,20.7,12
8429,AWj7FEImRxPSIh2RAlqp,429,INDIRA,AYDEN,Mennonite General Hospital Inc,1335.68,6
8430,AV1c8qV4IxWefVJwejKB,430,INDIYA,AYDEN,Hospital Pavia Santurce,32.4,20
8431,AVwc6M74IN2L1WUfqOEG,431,INDRA,AYELET,Hospital De La Concepcion,42.6,1
8432,AVwcjQF4_7pvs4fzwV9w,432,INDY,AYELET,Hospital Damas Inc,84.056,1
8433,AVwdFx68IN2L1WUfsG12,433,INEA,AYESHA,Hospital Hermanos Melendez Inc,13,19
8434,AV1b_JwtLD2H7whialfa,434,INELLY,AYLA,San Luke's Memorial Hospital Inc,13.128,3
8435,AVwc4e6KkufWRAb50BQO,435,INERTIA,AYLA,Hospital Menonita Guayama,3.96,1
8436,AVwdj9bT_7pvs4fz7G9A,436,INES-VERONIQUE,AYLEEN,Hospital Universitario De Adulto,2.61,15
8437,AVwcvTmkkufWRAb5yfy9,437,INET,AYLEEN,Hosp Comunitario Buen Samaritano,374.376,1
8438,AVwcng2aByjofQCxgSWn,438,INEZA,AYLIN,Hospital Dr Cayetano Coll Y Toste,91.84,2
8439,AVwdh9eoIN2L1WUfwuVA,439,INFINITY,AYMAN,Hospital San Francisco,81.088,10
8440,AV1b9hkgFcQ3k02bF9JX,440,INGA,AYMAN,Doctors Center Hospital Bayamon,19.44,16
8441,AVwdwzOn_7pvs4fz9CoW,441,INGABIRE,AYOUB,Mayaguez Medical Center Dr Ramon Emeterio Betances,451.152,5
8442,AV1c7QUPIxWefVJweckb,442,INIAS,AZAAN,Hospital Menonita Caguas Inc,72.45,3
8443,AVwcksgJByjofQCxfx0I,443,INIGO,AZAAN,Hospital Universitario Dr Ruiz Arnau,13.96,8
8444,AVwdZxQNByjofQCxovrG,444,INIRU,AZALEA,Metropolitan Hospital,33.264,9
8445,AVwdZ13OByjofQCxowRc,445,I NIYA,AZALEA,Hima San Pablo Bayamon,14.85,11
8446,AWjOg6S93-Khe5l_04Oo,446,INJILA,AZARIA,Hospital Metropolitano Dr Tito Mattei,8.82,16
8447,AVwdF5kR_7pvs4fz2LIP,447,INKA,AZARIA,Hospital San Carlos Borromeo,160.72,37
8448,AV2TWvm4a4HuVbed97gE,448,INMAN,AZARIAH,"Hospital Upr, Dr  Federico Trilla",19.92,2
8449,AV1c6i-vIxWefVJweZJC,449,INMER,AZRA,Hospital San Cristobal,7.3,25
8450,AVwdTe-AIN2L1WUfuaA1,450,INNA,AZRIEL,Manati Medical Center Dr Otero Lopez,69.712,12
8451,AVwcrmRO_7pvs4fzx0Kl,451,INNIS,BAILA,Centro Medico Wilma N Vazquez,8.792,6
8452,AWj7HD6GRxPSIh2RAl8e,452,INNOCENCE,BAILEY,Hospital Dr Susoni Inc,51.52,20
8453,AVwdx4pfByjofQCxsbni,453,INORI,BAILEY,"Doctors' Center Hospital, Inc",470.376,1
8454,AWj02aAM3-Khe5l_1ONI,454,INSAHNG,BAILEY,Hima San Pablo-caguas,105.584,1
8455,AWj03H6wIxWefVJwGJYV,455,INSANG,BAILEY,Professional Hospital Guaynabo Inc,31.152,19
8456,AV12Z-8PRxPSIh2Rb22a,456,INSHA,BAILY,Hospital Perea,6.783,3
8457,AWE7jJz5RxPSIh2Rsjbj,457,INTAJ,BARBARA,Centro Cardiovascular,406.368,1
8458,AWj08OfXIxWefVJwGKPk,458,INTSAR,BARBARA,Hima-san Pablo Fajardo,70.98,15
8459,AWj0-HkBRxPSIh2RAin5,459,INYENE,BARRETT,Hospital Metropolitano San German,294.93,1
8460,AVwdSrEVByjofQCxnkAO,460,IOAN,BARRY,Admin De Servicios Medicos  Puerto Ric,84.784,2
8461,AWj085-OIxWefVJwGKXd,461,IOAN CLARE,BASSY,"Hospital Pavia Hato Rey, Inc",20.736,10
8462,AV12jUtZIxWefVJwiAXC,462,IOANE,BEA,Hospital Metropolitano De La Montana,16.821,16
8463,AWj0xBMpIxWefVJwGIEJ,463,IOLI,BEAR,Caribbean Medical Center,10.368,5
8464,AWj01Hg-3-Khe5l_1N82,464,IOMII,BEATRICE,Doctor Center Hospital San Fernando De La Carolina,9.344,3
8465,AV1c0bBzRxPSIh2RYb7M,465,ION,BEATRICE,Hima San Pablo Cupey,31.2,8
8466,AWj06-pia4HuVbediu25,466,IONA,BEATRIX,San Jorge Childrens Hospital Inc,76.12,9
8467,AVwdQ4AzByjofQCxnROh,467,IONEE,BEILY,University Pediatric Hospital,1199.976,11
8468,AWjIfW_vRxPSIh2R_76w,468,I'ONII,BELEN,Roger Williams Medical Center,445.96,16
8469,AVwcq1okByjofQCxg3xz,469,I'ONNA,BELLA,Our Lady Of Fatima Hospital,327.76,37
8470,AV1c_011IxWefVJwetjV,470,IOSU,BELLA,Newport Hospital,11.632,2
8471,AWdutgUCIxWefVJw-MfD,471,IOURI,BELLA,Rhode Island Hospital,143.982,25
8472,AVwd4HRikufWRAb5-Bhr,472,IOWA,BELLA,South County Hospital Inc,494.376,12
8473,AVweNV3hkufWRAb5A8El,473,IPEK,BELLA,Kent County Memorial Hospital,5.84,6
8474,AVwc23lqIN2L1WUfppyg,474,IQAMAT,BELLA,Women & Infants Hospital Of Rhode Island,142.776,20
8475,AV1dctZAa4HuVbed6Vyw,475,IQUANI,BELLA,Landmark Medical Center,45.696,1
8476,AVzBCOb4LD2H7whiWKvu,476,IQWAZ,BEN,The Miriam Hospital,7.218,1
8477,AVwckOPakufWRAb5wl3S,477,IRAAZ,BEN,Westerly Hospital,43.188,19
8478,AVzn9uEc-gnIPe8DT1-x,478,I'RAH,BEN,Piedmont Medical Center,131.904,3
8479,AVzA-k7mFcQ3k02bBahT,479,IRAKLIS,BENICIO,Musc Medical Center,3.282,1
8480,AVwc0mdEIN2L1WUfpRb4,480,IRAM,BENJAMIN,Mcleod Medical Center - Dillon,21.168,15
8481,AVwckNdlIN2L1WUfmZJj,481,IRANI,BENJAMIN,Spartanburg Medical Center,55.188,1
8482,AVwd7ho8ByjofQCxtwjq,482,IRANIA,BENJAMIN,Ghs Oconee Memorial  Hospital,369.576,2
8483,AVwdq9fAByjofQCxra1U,483,IRBA,BENJAMIN,Carolina Pines Regional Medical Center,15.712,10
8484,AVzBGcZt-gnIPe8DSjwr,484,IRBIN,BENJAMIN,Cannon Memorial Hospital,8.448,16
8485,AVzA-VZP-gnIPe8DSfo_,485,IREEN,BENJAMIN,Baptist Easley Hospital,728.946,5
8486,AV0ZDMyV-gnIPe8DVXK-,486,IRELIA,BENJAMIN,Palmetto Health Richland,119.94,3
8487,AVzBF5XZ3D1zeR_xBG4r,487,IRELYN,BENJAMIN,Chester Regional Medical Center,3.648,8
8488,AVwddF23IN2L1WUfv_tK,488,IRELYND,BENNETT,Tidelands Health,40.48,9
8489,AVzBBwEkLD2H7whiWKXL,489,IRELYNN,BENNETT,St Francis-downtown,9.94,11
8490,AV1b8CnqLD2H7whiaicg,490,IRENITEMI,BENNETT,Providence Health,107.424,16
8491,AWj7GmCq3-Khe5l_1Su2,491,IREOLUWA,BENNETT,Anmed Health,37.91,37
8492,AV0v_cPvFcQ3k02bFEGi,492,IREOLUWATIDE,BENNETT,Colleton Medical Center,88.02,2
8493,AVwdqZf-_7pvs4fz8G0p,493,IREOLUWAWAMIRI,BENNETT,Ghs Greer Memorial Hospital,8.69,25
8494,AVwd6K_YkufWRAb5-Tw5,494,IRFAAN,BENNETT,Springs Memorial Hospital,301.96,12
8495,AWjsa3c63-Khe5l_1JMW,495,IRFET,BENTLEY,Ghs Hillcrest Memorial Hospital,555.21,6
8496,AVwdRiG9ByjofQCxnX4T,496,IRHA,BENTLEY,Ghs  Laurens County Memorial Hospital,523.48,20
8497,AVwdi4ifByjofQCxqKf9,497,IRHAM,BENTLEY,Mary Black Health System Gaffney,161.82,1
8498,AVwduwvpByjofQCxr9_q,498,IRIANNA,BENTLEY,Kershawhealth,35.56,1
8499,AVwch8bL_7pvs4fzwG85,499,IRIANNY,BENTLEY,Conway Medical Center,97.16,19
8500,AVwc8afVIN2L1WUfqmGc,500,IRIANY,BENTLEY,Mcleod Regional Medical Center-pee Dee,15.24,3
8501,AWitwgAA3-Khe5l_0QG8,1,IRIC,BENTLEY,Newberry County Memorial Hospital,13.23,1
8502,AWjllm1C3-Khe5l_1HDH,2,IRICK,BENTLEY,Carolinas Hospital System Marion,243.384,15
8503,AWjln8LvRxPSIh2RAa11,3,IRIDESSA,BENTLEY,Mcleod Medical Center - Darlington,119.8,1
8504,AV0aJKTT-gnIPe8DVv_b,4,IRIDEYCI,BERNARD,Bon Secours-st Francis Xavier Hospital,300.768,2
8505,AVwdyYiT_7pvs4fz9RLh,5,IRIE,BERNARD,Lake City Community Hospital,17.88,10
8506,AV1h4qqUa4HuVbed7iJE,6,IRIE-JEAN,BETHANY,Beaufort County Memorial Hospital,235.944,16
8507,AWikzlAdRxPSIh2R-7Dq,7,IRIN,BETHANY,Trmc Of Orangeburg & Calhoun,392.94,5
8508,AWif8GsTRxPSIh2R-bIH,8,IRIOMWENOSA,BETSY,Palmetto Health Tuomey Hospital,18.882,3
8509,AWif5LMe3-Khe5l_zRSZ,9,IRISBETT,BIANCA,Self Regional Healthcare,122.328,8
8510,AV0J72cHFcQ3k02bDx9g,10,IRISELYS,BIANCA,Hampton Regional Medical Center,1049.2,9
8511,AWif5C-gIxWefVJwEBMY,11,IRISHA,BILAL,Lexington Medical Center,15.424,11
8512,AWg8vWGvIxWefVJwBKvy,12,IRIS LIZETH,BINA,Ghs Greenville Memorial Hospital,18.84,16
8513,AVwdDZzp_7pvs4fz1xGA,13,IRIS MARIE,BINTA,Trident Medical Center,330.4,37
8514,AWjeA2t_3-Khe5l_1FNg,14,IRLANDA,BINYAMIN,Hilton Head Regional Medical Center,26.25,2
8515,AVzxqUj_3D1zeR_xC0v6,15,IRMAK,BINYAMIN,Aiken Regional Medical Center,132.52,25
8516,AVzThA3sLD2H7whiWglq,16,IRMAN,BLAIR,Mary Black Health System Spartanburg,6.48,12
8517,AV0aOjjr-gnIPe8DV1On,17,IRMANA,BLAISE,Grand Strand Regional Medical Center,209.3,6
8518,AWiWyJ5vRxPSIh2R997_,18,IRO,BLAKE,Palmetto Health Baptist,31.56,20
8519,AWjeAORW3-Khe5l_1E8D,19,IRODAKHON,BLAKE,Roper Hospital,30.144,1
8520,AWiKwPTpRxPSIh2R95dT,20,IROH,BLAKE,East Cooper Medical Center,14.8,1
8521,AWiKhiGSIxWefVJwDcSc,21,IRSA,BLAKE,Carolinas Hospital System,302.376,19
8522,AWiKjUYkRxPSIh2R92Nn,22,IRSHAAD,BLAKE,Tidelands Waccamaw Community Hospital,316,3
8523,AWOnmMSYIxWefVJw0YGt,23,IRSHAD,BLAKE,Coastal Carolina Hospital,379.4,1
8524,AV9S5nfI3-Khe5l_Ya2F,24,IRUM,BLIMY,Ghs Patewood Memorial Hospital,97.82,15
8525,AWjXIofHIxWefVJwF5WF,25,IRVING JR,BODHI,Pelham Medical Center,103.12,1
8526,AV1c9Q3qRxPSIh2RZCSR,26,IRWAN,BORA,Mount Pleasant Hospital,113.552,2
8527,AVweOzJskufWRAb5BIr0,27,IRWIN,BOWIE,Mcleod Loris  Hospital,3.318,10
8528,AVwdiPAJByjofQCxqEBN,28,IRYS,BRADLEY,Palmetto Health Baptist Parkridge,134.288,16
8529,AV0X01AU3D1zeR_xDv7H,29,I'SAAC,BRADLEY,Mcleod Health Cheraw,701.372,5
8530,AWhr8txeRxPSIh2R9ccx,30,ISAAC MARK,BRANDEN,Union Medical Center,2.308,3
8531,AV0Xz7g4FcQ3k02bEJtB,31,ISAAC THANG,BRANDO,Mcleod Health Clarendon,999.432,8
8532,AVwdu5l_IN2L1WUfysj9,32,ISAAIC,BRANDON,Allendale County Hospital,724.08,9
8533,AWjSPjnQ3-Khe5l_0698,33,ISAAK,BRANDON,Abbeville Area Medical Center,918.785,11
